strategy,n_runs,mean_best_fitness,mean_elapsed_seconds,mean_fitness_eval_seconds,mean_state_update_seconds,mean_overhead_seconds,overhead_ratio,speedup_vs_v0,efficiency
v0,204,13.653598458145334,0.05590425588118652,0.0407361936183103,0.01466777941637773,0.0005002828464984857,0.008948922378320146,1.0,nan
v1,42,14.058369113658092,0.08024480952216047,0.05905140478474399,0.020249135698014425,0.0009442690394020506,0.01176735349021273,0.6966713014098184,0.1741678253524546
v2,42,14.058369113658092,0.3537300404707258,0.32802374288023983,0.024523873856413133,0.001182423734072862,0.0033427291968173042,0.15804214933736474,0.039510537334341185
v3,3,0.7659289630667665,8.258012766658794,8.205812333171101,0.04876703353753934,0.0034333999501541257,0.00041576588062642157,0.006769698408180771,0.0016924246020451927
v4,42,14.166554781429554,0.030812654759280293,0.028411566713614212,0.0016743785610222922,0.0007267094846437907,0.023584773539349676,1.814327792198724,nan
